actor	O

what	$-what
actor	$-actor
played	$-played
in	$-in
the	B-movie.name
amazing	I-movie.name
spider	I-movie.name
man	I-movie.name

who	O
are	$-are
the	$-the
actors	$-actors
in	$-in
captain	B-movie.name
america	I-movie.name

who	$-who
starred	$-starred
in	$-in
captain	B-movie.name
america	I-movie.name

who	O
was	$-was
in	$-in
the	$-the
movie	$-movie
captain	B-movie.name
america	I-movie.name

who	O
were	O
the	$-the
cast	$-cast
members	$-members
in	$-in
the	B-movie.name
hobbist	I-movie.name

show	O
me	O
the	O
actor	$-actor
of	$-of
the	$-the
movie	$-movie
varsham	B-movie.name

which	O
female	$-female
actors	$-actors
starred	$-starred
in	$-in
hitch	B-movie.name

can	O
i	O
see	O
the	O
cast	O
and	O
crew	$-crew
for	$-for
the	$-the
movie	$-movie
in	B-movie.name
july	I-movie.name

list	$-list
cast	$-cast
and	$-and
crew	$-crew
in	B-movie.name
july	I-movie.name

who	$-who
stars	$-stars
in	$-in
in	B-movie.name
july	I-movie.name

who	$-who
stars	$-stars
in	$-in
in	B-movie.name
july	I-movie.name

roll	$-roll
credits	$-credits
for	$-for
top	B-movie.name
gun	I-movie.name

show	O
me	O
the	O
actor	$-actor
of	$-of
the	$-the
movie	$-movie
sirisiri	B-movie.name
muvva	I-movie.name

rocky	B-movie.name
2	O
actor	O

who	$-who
is	$-is
chewbakka	B-character.name

who	$-who
stared	$-stared
in	$-in
i	B-movie.name
love	I-movie.name
lucy	I-movie.name

apollo	B-movie.name
thirteen	I-movie.name
cast	$-cast
members	$-members

can	O
you	O
tell	O
me	O
more	O
about	O
the	O
cast	O
and	O
crew	$-crew
of	$-of
the	$-the
movie	$-movie
apollo	B-movie.name
thirteen	I-movie.name

cast	$-cast
and	$-and
crew	$-crew
for	$-for
apollo	B-movie.name
thirteen	I-movie.name

castmembers	$-castmembers
of	$-of
apollo	B-movie.name
thirteen	I-movie.name

complete	O
cast	$-cast
and	$-and
crew	$-crew
of	$-of
apollo	B-movie.name
thirteen	I-movie.name

find	O
for	O
information	O
about	$-about
the	$-the
cast	$-cast
of	$-of
appolo	B-movie.name
thirteen	I-movie.name

find	O
info	O
on	$-on
the	$-the
crew	$-crew
of	$-of
apollo	B-movie.name
thirteen	I-movie.name

give	O
me	O
more	O
facts	O
about	O
the	O
cast	O
and	O
crew	$-crew
of	$-of
the	$-the
movie	$-movie
apollo	B-movie.name
thirteen	I-movie.name

i	O
need	O
to	O
know	O
in	O
detail	O
about	O
the	O
cast	O
and	O
crew	$-crew
of	$-of
the	$-the
movie	$-movie
apollo	B-movie.name
thirteen	I-movie.name

i	O
want	O
to	O
find	O
information	O
about	$-about
the	$-the
cast	$-cast
of	$-of
apollo	B-movie.name
thirteen	I-movie.name

show	O
me	O
more	O
information	O
about	O
the	O
cast	O
and	O
crew	$-crew
of	$-of
the	$-the
movie	$-movie
apollo	B-movie.name
thirteen	I-movie.name

what	$-what
actors	$-actors
were	$-were
in	$-in
dirty	B-movie.name
dancing	I-movie.name

show	O
me	$-me
the	$-the
actors	$-actors
in	$-in
captain	B-movie.name
america	I-movie.name

show	$-show
me	$-me
gilda	B-movie.name
's	O
credits	O

i	O
can	O
't	O
remember	O
the	$-the
lead	$-lead
guy	$-guy
in	$-in
the	B-movie.name
avengers	I-movie.name

show	$-show
cast	$-cast
list	$-list
for	$-for
the	B-movie.name
avergers	I-movie.name

who	$-who
plays	$-plays
nemo	B-character.name
in	$-in
finding	B-movie.name
nemo	I-movie.name

find	O
cast	O
and	O
crew	$-crew
for	$-for
the	$-the
movie	$-movie
finding	B-movie.name
nemo	I-movie.name

show	O
me	O
the	O
cast	$-cast
and	$-and
crew	$-crew
for	$-for
finding	B-movie.name
nemo	I-movie.name

show	O
me	$-me
the	$-the
cast	$-cast
of	$-of
finding	B-movie.name
nemo	I-movie.name

who	O
are	O
the	$-the
main	$-main
voices	$-voices
in	$-in
finding	B-movie.name
nemo	I-movie.name

who	$-who
starred	$-starred
in	$-in
finding	B-movie.name
nemo	I-movie.name

who	$-who
stars	$-stars
in	$-in
finding	B-movie.name
nemo	I-movie.name

who	O
was	O
the	$-the
main	$-main
character	$-character
in	$-in
men	B-movie.name
in	I-movie.name
black	I-movie.name
3	I-movie.name

can	O
i	O
see	$-see
the	$-the
credits	$-credits
for	$-for
dirty	B-movie.name
dancing	I-movie.name

cast	$-cast
of	$-of
dirty	B-movie.name
dancing	I-movie.name

find	O
cast	$-cast
and	$-and
crew	$-crew
for	$-for
dirty	B-movie.name
dancing	I-movie.name

search	O
cast	$-cast
and	$-and
crew	$-crew
for	$-for
dirty	B-movie.name
dancing	I-movie.name

search	O
for	O
the	O
cast	O
and	O
crew	$-crew
for	$-for
the	$-the
movie	$-movie
dirty	B-movie.name
dancing	I-movie.name

show	O
me	O
the	O
cast	$-cast
and	$-and
list	$-list
for	$-for
dirty	B-movie.name
dancing	I-movie.name

who	$-who
starred	$-starred
in	$-in
dirty	B-movie.name
dancing	I-movie.name

who	$-who
starred	$-starred
in	$-in
dirty	B-movie.name
dancing	I-movie.name

who	O
were	$-were
the	$-the
stars	$-stars
of	$-of
dirty	B-movie.name
dancing	I-movie.name

who	O
was	O
the	$-the
male	$-male
star	$-star
of	$-of
titanic	B-movie.name

who	$-who
starred	$-starred
in	$-in
taxi	B-movie.name

who	$-who
played	$-played
in	$-in
the	B-movie.name
oranges	I-movie.name

actors	$-actors
for	$-for
life	B-movie.name
is	I-movie.name
beautiful	I-movie.name

who	O
are	O
the	$-the
lead	$-lead
actors	$-actors
in	$-in
life	B-movie.name
is	I-movie.name
beautiful	I-movie.name

find	O
the	O
male	O
actor	$-actor
from	$-from
the	$-the
movie	$-movie
born	B-movie.name
free	I-movie.name

actor	$-actor
from	$-from
iron	B-movie.name
man	I-movie.name

shows	$-shows
actors	$-actors
in	$-in
shoot	B-movie.name
to	I-movie.name
kill	I-movie.name

which	$-which
actors	$-actors
starred	$-starred
in	$-in
hitch	B-movie.name

who	O
are	O
all	O
of	$-of
the	$-the
actors	$-actors
in	$-in
hitch	B-movie.name

who	O
was	O
the	$-the
lead	$-lead
actor	$-actor
in	$-in
hitch	B-movie.name

who	$-who
starred	$-starred
in	$-in
dark	B-movie.name
knight	I-movie.name
rising	I-movie.name

who	$-who
played	$-played
nick	B-character.name
fury	I-character.name
in	$-in
the	B-movie.name
avengers	I-movie.name

who	O
was	O
the	$-the
lead	$-lead
actor	$-actor
in	$-in
the	B-movie.name
avengers	I-movie.name

what	O
was	$-was
the	$-the
cast	$-cast
of	$-of
black	B-movie.name
swan	I-movie.name

who	$-who
acted	$-acted
in	$-in
black	B-movie.name
swan	I-movie.name

who	$-who
was	$-was
in	$-in
black	B-movie.name
swan	I-movie.name

who	O
was	$-was
the	$-the
lead	$-lead
in	$-in
black	B-movie.name
swan	I-movie.name

actors	$-actors
in	$-in
star	B-movie.name
wars	I-movie.name
four	I-movie.name

what	O
was	O
the	$-the
actor	$-actor
who	$-who
played	$-played
esme	B-character.name
in	$-in
twilight	B-movie.name

who	$-who
played	$-played
esme	B-character.name
in	$-in
twilight	B-movie.name

who	$-who
starred	$-starred
in	$-in
the	B-movie.name
parent	I-movie.name
trap	I-movie.name

cast	$-cast
and	$-and
crew	$-crew
for	$-for
hitch	B-movie.name

cast	$-cast
and	$-and
crew	$-crew
of	$-of
hitch	B-movie.name

cast	$-cast
hitch	B-movie.name

hitch	B-movie.name
crew	O

list	$-list
cast	$-cast
hitch	B-movie.name

show	$-show
me	$-me
hitch	B-movie.name
's	O
cast	O

show	$-show
the	$-the
cast	$-cast
of	$-of
hitch	B-movie.name

what	O
actors	O
appeared	$-appeared
in	$-in
the	$-the
movie	$-movie
hitch	B-movie.name

what	O
actors	O
played	$-played
in	$-in
the	$-the
movies	$-movies
hitch	B-movie.name

what	O
was	$-was
the	$-the
cast	$-cast
of	$-of
hitch	B-movie.name

who	$-who
starred	$-starred
in	$-in
hitch	B-movie.name

who	O
starred	$-starred
in	$-in
the	$-the
movie	$-movie
hitch	B-movie.name

who	$-who
stars	$-stars
in	$-in
hitch	B-movie.name

who	$-who
was	$-was
in	$-in
hitch	B-movie.name

who	O
was	$-was
in	$-in
the	$-the
movie	$-movie
hitch	B-movie.name

who	O
was	$-was
the	$-the
star	$-star
in	$-in
hitch	B-movie.name

voice	$-voice
actor	$-actor
for	$-for
homer	B-character.name
simpson	I-character.name

who	O
is	$-is
in	$-in
the	$-the
movie	$-movie
two	B-movie.name
can	I-movie.name
play	I-movie.name
that	I-movie.name
game	I-movie.name

actress	$-actress
from	$-from
gone	B-movie.name
with	I-movie.name
the	I-movie.name
wind	I-movie.name

who	O
are	O
the	O
lead	O
actors	O
in	O
this	O
movie	O

show	O
me	O
information	O
on	O
the	O
cast	$-cast
and	$-and
crew	$-crew
of	$-of
pitchperfect	B-movie.name

actors	$-actors
in	$-in
house	B-movie.name
at	I-movie.name
the	I-movie.name
end	I-movie.name
of	I-movie.name
the	I-movie.name
street	I-movie.name

can	O
i	O
see	O
the	O
cast	$-cast
and	$-and
crew	$-crew
for	$-for
house	B-movie.name
at	I-movie.name
the	I-movie.name
end	I-movie.name
of	I-movie.name
the	I-movie.name
street	I-movie.name

cast	$-cast
and	$-and
crew	$-crew
for	$-for
house	B-movie.name
at	I-movie.name
the	I-movie.name
end	I-movie.name
of	I-movie.name
the	I-movie.name
street	I-movie.name

cast	O
and	O
crew	$-crew
for	$-for
the	$-the
movie	$-movie
house	B-movie.name
at	I-movie.name
the	I-movie.name
end	I-movie.name
of	I-movie.name
the	I-movie.name
street	I-movie.name

who	$-who
stars	$-stars
on	$-on
the	$-the
house	B-movie.name
at	I-movie.name
the	I-movie.name
end	I-movie.name
of	I-movie.name
the	I-movie.name
street	I-movie.name

who	O
is	O
in	O
movie	O

who	O
is	O
in	O
movie	O

who	O
is	O
in	O
movie	O

who	$-who
acts	$-acts
in	$-in
forager	B-movie.name

who	$-who
stars	$-stars
in	$-in
forager	B-movie.name

who	O
is	O
the	O
cast	$-cast
and	$-and
crew	$-crew
for	$-for
now	B-movie.name
forager	I-movie.name

who	$-who
was	$-was
in	$-in
now	B-movie.name

actor	$-actor
from	$-from
modern	B-movie.name
family	I-movie.name

list	$-list
the	$-the
actors	$-actors
in	$-in
forager	B-movie.name

cast	$-cast
and	$-and
crew	$-crew
of	$-of
go	B-movie.name

who	$-who
starred	$-starred
in	$-in
go	B-movie.name

who	O
was	O
the	$-the
lead	$-lead
actress	$-actress
in	$-in
the	B-movie.name
hunger	I-movie.name
games	I-movie.name

show	$-show
cast	$-cast
of	$-of
movie	$-movie
request	B-movie.name

what	O
is	$-is
the	$-the
cast	$-cast
in	$-in
resident	B-movie.name
evil	I-movie.name
retribution	I-movie.name

list	O
me	$-me
the	$-the
actors	$-actors
for	$-for
top	B-movie.name
gun	I-movie.name

who	$-who
was	$-was
the	B-character.name
tin	I-character.name
man	I-character.name
in	$-in
wizard	B-movie.name
of	I-movie.name
oz	I-movie.name

actress	$-actress
in	$-in
hum	B-movie.name
tum	I-movie.name

who	O
was	O
the	$-the
actor	$-actor
in	$-in
movie	$-movie
hum	B-movie.name
tum	I-movie.name

who	$-who
is	$-is
in	$-in
barfi	B-movie.name

who	O
was	O
the	$-the
lead	$-lead
woman	$-woman
in	$-in
the	B-movie.name
savages	I-movie.name

find	O
the	O
name	O
of	O
the	$-the
actor	$-actor
who	$-who
played	$-played
jack	B-character.name
in	$-in
the	$-the
movie	$-movie
titanic	B-movie.name

the	O
name	O
of	O
the	O
male	O
lead	$-lead
in	$-in
the	$-the
movie	$-movie
titanic	B-movie.name

what	O
is	O
the	O
name	O
of	O
the	O
lead	$-lead
actor	$-actor
in	$-in
the	$-the
titanic	B-movie.name

show	O
me	O
who	O
played	$-played
what	$-what
role	$-role
in	$-in
go	B-movie.name

i	O
cannot	O
remember	O
the	O
name	O
of	$-of
the	$-the
actor	$-actor
in	$-in
pretty	B-movie.name
women	I-movie.name

what	O
is	O
the	O
name	O
of	O
the	O
actor	$-actor
who	$-who
was	$-was
in	$-in
the	B-movie.name
parent	I-movie.name
trap	I-movie.name

find	O
name	O
of	O
main	O
actor	$-actor
in	$-in
the	$-the
movie	$-movie
the	B-movie.name
help	I-movie.name

looking	O
for	O
names	O
of	$-of
crew	$-crew
members	$-members
of	$-of
apollo	B-movie.name
thirteen	I-movie.name

i	O
can	O
't	O
figure	O
out	O
the	O
name	O
of	O
the	$-the
lead	$-lead
guy	$-guy
in	$-in
the	B-movie.name
avengers	I-movie.name

what	O
were	O
the	O
names	O
of	O
the	O
ladies	O
in	O
facts	I-movie.name
of	I-movie.name
life	I-movie.name

how	$-how
old	$-old
is	$-is
steven	B-person.name
spielberg	I-person.name

when	$-when
steven	B-person.name
spielberg	I-person.name
born	$-born

what	$-what
is	$-is
tom	B-person.name
cruise	I-person.name
's	$-'s
birthday	$-birthday

when	$-when
was	$-was
tom	B-person.name
cruise	I-person.name
born	$-born

when	$-when
is	$-is
will	B-person.name
ferrell	I-person.name
's	$-'s
birthday	$-birthday

how	$-how
old	$-old
is	$-is
kristen	B-person.name
stewart	I-person.name

how	O
much	O
did	O
it	$-it
cost	$-cost
to	$-to
produce	$-produce
the	B-movie.name
dark	I-movie.name
night	I-movie.name

how	$-how
much	$-much
did	$-did
the	B-movie.name
dark	I-movie.name
night	I-movie.name
cost	$-cost
to	$-to
produce	$-produce

what	$-what
was	$-was
the	B-movie.name
dark	I-movie.name
night	I-movie.name
budget	$-budget

the	B-movie.name
godfather	I-movie.name
's	$-'s
budget	$-budget

budget	$-budget
for	$-for
the	B-movie.name
blind	I-movie.name
side	I-movie.name

i	O
want	O
to	O
look	O
up	$-up
the	$-the
budget	$-budget
of	$-of
freedom	B-movie.name
writers	I-movie.name

i	O
would	O
like	O
to	O
look	O
up	$-up
the	$-the
budget	$-budget
of	$-of
freedom	B-movie.name
writers	I-movie.name

look	O
for	$-for
the	$-the
budget	$-budget
of	$-of
freedom	B-movie.name
writers	I-movie.name

how	$-how
much	$-much
was	$-was
hunger	B-movie.name
games	I-movie.name
made	$-made
for	$-for

how	O
much	O
was	$-was
the	$-the
budget	$-budget
for	$-for
the	B-movie.name
hunger	I-movie.name
games	I-movie.name

how	$-how
much	$-much
did	$-did
black	B-movie.name
swan	I-movie.name
cost	$-cost

how	O
much	O
did	$-did
hollywood	$-hollywood
pay	$-pay
for	$-for
black	B-movie.name
swan	I-movie.name

what	O
was	$-was
the	$-the
budget	$-budget
for	$-for
black	B-movie.name
swan	I-movie.name

what	O
were	$-were
production	$-production
costs	$-costs
for	$-for
black	B-movie.name
swan	I-movie.name

what	O
was	$-was
the	$-the
budget	$-budget
for	$-for
wrong	B-movie.name
turn	I-movie.name

search	O
for	$-for
the	$-the
budget	$-budget
of	$-of
step	B-movie.name
up	I-movie.name

budget	$-budget
for	$-for
titanic	B-movie.name

budget	$-budget
for	$-for
titanic	B-movie.name

budget	$-budget
for	$-for
titanic	B-movie.name
movie	O

how	$-how
much	$-much
did	$-did
titanic	B-movie.name
cost	O
to	O
make	O

how	O
much	O
was	O
the	O
total	$-total
budget	$-budget
for	$-for
the	$-the
titanic	B-movie.name

what	$-what
was	$-was
titanic	B-movie.name
's	O
budget	O

what	O
was	$-was
the	$-the
budget	$-budget
for	$-for
courageous	B-movie.name

what	O
was	$-was
the	$-the
budget	$-budget
for	$-for
facing	B-movie.name
the	I-movie.name
giants	I-movie.name

budget	$-budget
of	$-of
heroine	B-movie.name

finding	$-finding
the	$-the
buget	$-buget
of	$-of
heroine	B-movie.name

looking	$-looking
of	$-of
movie	$-movie
heroine	B-movie.name
's	O
budget	O

what	O
is	O
the	$-the
buget	$-buget
of	$-of
movie	$-movie
heroine	B-movie.name

how	O
much	O
did	O
it	$-it
cost	$-cost
to	$-to
make	$-make
jurassic	B-movie.name
park	I-movie.name

what	O
was	$-was
the	$-the
budget	$-budget
for	$-for
jurassic	B-movie.name
park	I-movie.name

how	$-how
much	$-much
did	$-did
james	B-director.name
cameron	I-director.name
have	$-have
to	$-to
spend	$-spend
to	$-to
make	$-make
avatar	B-movie.name

avatar	B-movie.name
must	O
have	O
cost	O
a	O
bundle	O

did	$-did
the	$-the
avatar	B-movie.name
movie	O
have	O
a	O
budget	O
for	O
spending	O

get	O
me	O
info	O
on	$-on
the	$-the
budget	$-budget
for	$-for
avatar	B-movie.name

how	O
much	O
did	O
it	$-it
cost	$-cost
to	$-to
make	$-make
avatar	B-movie.name

how	O
much	O
did	O
the	O
studio	$-studio
spend	$-spend
to	$-to
make	$-make
avatar	B-movie.name

how	O
much	O
money	O
was	$-was
budgeted	$-budgeted
for	$-for
the	$-the
avatar	B-movie.name
movie	O

i	O
need	O
to	O
know	O
the	O
budget	$-budget
of	$-of
the	$-the
movie	$-movie
avatar	B-movie.name

i	O
want	$-want
to	$-to
know	$-know
the	$-the
avatar	B-movie.name
's	O
budget	O

list	$-list
the	$-the
budget	$-budget
for	$-for
avatar	B-movie.name

show	O
me	O
what	O
was	O
the	O
budget	$-budget
of	$-of
the	$-the
movie	$-movie
avatar	B-movie.name

what	$-what
did	$-did
the	$-the
movie	$-movie
avatar	B-movie.name
cost	O
to	O
make	O

what	$-what
was	$-was
avatar	B-movie.name
's	O
budget	O

what	O
was	$-was
the	$-the
budget	$-budget
for	$-for
avatar	B-movie.name

what	O
was	$-was
the	$-the
budget	$-budget
for	$-for
avatar	B-movie.name

what	O
was	$-was
the	$-the
budget	$-budget
for	$-for
avatar	B-movie.name

what	O
was	O
the	O
budget	$-budget
for	$-for
the	$-the
movie	$-movie
avatar	B-movie.name

what	O
was	O
the	O
budget	$-budget
of	$-of
the	$-the
movie	$-movie
avatar	B-movie.name

how	O
much	$-much
did	$-did
the	$-the
movie	$-movie
avatar	B-movie.name
cost	O

how	O
much	O
money	$-money
was	$-was
spent	$-spent
on	$-on
batman	B-movie.name

tell	O
me	O
the	O
budget	$-budget
for	$-for
the	$-the
movie	$-movie
batman	B-movie.name

how	$-how
much	$-much
did	$-did
batman	B-movie.name
begins	I-movie.name
cost	$-cost

how	O
much	O
was	O
it	O
to	$-to
make	$-make
the	$-the
film	$-film
batman	B-movie.name
begins	I-movie.name

budget	$-budget
for	$-for
the	B-movie.name
avengers	I-movie.name

how	O
much	O
did	O
it	$-it
take	$-take
to	$-to
make	$-make
the	B-movie.name
avengers	I-movie.name

what	O
was	$-was
the	$-the
budget	$-budget
for	$-for
the	B-movie.name
avengers	I-movie.name

what	O
was	$-was
the	$-the
budget	$-budget
for	$-for
citizen	B-movie.name
kane	I-movie.name

find	O
out	$-out
the	$-the
budget	$-budget
of	$-of
cujo	B-movie.name

budget	$-budget
for	$-for
gone	B-movie.name
with	I-movie.name
the	I-movie.name
wind	I-movie.name

gone	B-movie.name
with	I-movie.name
the	I-movie.name
wind	I-movie.name
's	$-'s
budget	$-budget
information	$-information
please	$-please

gone	B-movie.name
with	I-movie.name
the	I-movie.name
wind	I-movie.name
's	$-'s
budget	$-budget

show	O
me	O
the	O
budget	O
for	O
the	O
movie	O

budget	$-budget
for	$-for
the	$-the
hulk	B-movie.name

budget	$-budget
request	$-request
for	$-for
my	B-movie.name
big	I-movie.name
fat	I-movie.name
greek	I-movie.name
wedding	I-movie.name

find	$-find
the	$-the
budget	$-budget
of	$-of
my	B-movie.name
big	I-movie.name
fat	I-movie.name
greek	I-movie.name
wedding	I-movie.name

how	$-how
much	$-much
did	$-did
my	B-movie.name
big	I-movie.name
fat	I-movie.name
greek	I-movie.name
wedding	I-movie.name
cost	$-cost

what	O
was	$-was
the	$-the
budget	$-budget
of	$-of
my	B-movie.name
big	I-movie.name
fat	I-movie.name
greek	I-movie.name
wedding	I-movie.name

what	O
was	$-was
the	$-the
budget	$-budget
for	$-for
old	B-movie.name
school	I-movie.name

what	$-what
was	$-was
the	B-movie.name
bourne	I-movie.name
identity	I-movie.name
's	$-'s
budget	$-budget

how	O
much	O
did	O
it	$-it
cost	$-cost
to	$-to
produce	$-produce
the	B-movie.name
deer	I-movie.name
hunter	I-movie.name

provide	O
the	$-the
cost	$-cost
for	$-for
producing	$-producing
the	B-movie.name
deer	I-movie.name
hunter	I-movie.name

will	O
you	O
show	O
the	$-the
cost	$-cost
to	$-to
produce	$-produce
the	B-movie.name
deer	I-movie.name
hunter	I-movie.name

what	O
was	$-was
the	$-the
budget	$-budget
for	$-for
the	B-movie.name
hobbit	I-movie.name

can	$-can
i	$-i
see	$-see
what	$-what
the	B-movie.name
lion	I-movie.name
king	I-movie.name
's	$-'s
budget	$-budget
was	$-was

show	$-show
me	$-me
the	B-movie.name
lion	I-movie.name
king	I-movie.name
's	$-'s
budget	$-budget

what	O
was	O
the	O
budget	O
for	O
passion	I-movie.name
of	I-movie.name
the	I-movie.name
christ	I-movie.name

what	O
was	$-was
the	$-the
budget	$-budget
for	$-for
top	B-movie.name
gun	I-movie.name

what	$-what
was	$-was
top	B-movie.name
gun	I-movie.name
's	$-'s
budget	$-budget

who	$-who
does	$-does
ellen	B-actor.name
degeneres	I-actor.name
play	$-play
in	$-in
finding	B-movie.name
nemo	I-movie.name

what	$-what
character	$-character
did	$-did
tom	B-actor.name
hanks	I-actor.name
play	$-play
in	$-in
apollo	B-movie.name
thirteen	I-movie.name

lion	B-movie.name
king	I-movie.name
characters	$-characters

what	$-what
character	$-character
did	$-did
will	B-actor.name
smith	I-actor.name
play	$-play
in	$-in
hitch	B-movie.name

what	$-what
role	$-role
did	$-did
sarah	B-actor.name
polley	I-actor.name
play	$-play
in	$-in
go	B-movie.name

what	$-what
was	$-was
kevin	B-actor.name
james	I-actor.name
role	$-role
in	$-in
hitch	B-movie.name

who	O
directed	$-directed
the	$-the
music	$-music
in	$-in
gone	B-movie.name
with	I-movie.name
the	I-movie.name
wind	I-movie.name

show	O
me	O
the	O
music	O
composer	O
for	O
the	O
movie	O

who	O
directed	O
the	$-the
musical	$-musical
score	$-score
in	$-in
barfi	B-movie.name

how	$-how
many	$-many
films	$-films
did	$-did
ed	B-actor.name
harris	I-actor.name
do	$-do
with	$-with
tom	B-actor.name
hanks	I-actor.name

how	O
many	O
movies	$-movies
were	$-were
released	$-released
on	$-on
nine	B-movie.release_date
twenty	I-movie.release_date
eight	I-movie.release_date
twelve	I-movie.release_date

how	O
many	O
movies	$-movies
were	$-were
filmed	$-filmed
in	$-in
asia	B-movie.location

how	O
many	$-many
films	$-films
directed	$-directed
by	$-by
barbra	B-director.name
streisand	I-director.name
have	$-have
been	$-been
shot	$-shot
in	$-in
the	$-the
czech	B-movie.location
republic	I-movie.location

how	$-how
many	$-many
movies	$-movies
has	$-has
albert	B-producer.name
ruddy	I-producer.name
produced	$-produced

how	$-how
many	$-many
movies	$-movies
has	$-has
lionsgate	B-producer.name
done	O

how	$-how
many	$-many
movies	$-movies
did	$-did
richard	B-director.name
lester	I-director.name
direct	$-direct

how	$-how
many	$-many
films	$-films
has	$-has
taye	B-actor.name
diggs	I-actor.name
been	$-been
in	$-in

how	$-how
many	$-many
movies	$-movies
has	$-has
ray	B-producer.name
stark	I-producer.name
produced	$-produced

how	O
many	O
producers	O
did	$-did
the	$-the
movie	$-movie
the	$-the
hitch	B-movie.name
have	O

how	$-how
many	$-many
movies	$-movies
has	$-has
charles	B-director.name
vidor	I-director.name
directed	$-directed

how	$-how
many	$-many
movies	$-movies
has	$-has
kristen	B-actor.name
stewart	I-actor.name
made	$-made

i	O
wonder	$-wonder
how	$-how
many	$-many
movies	$-movies
alfred	B-actor.name
hitchcock	I-actor.name
was	$-was
in	$-in
that	$-that
he	$-he
directed	O

how	$-how
many	$-many
movies	$-movies
has	$-has
steven	B-director.name
spielberg	I-director.name
directed	$-directed

how	$-how
many	$-many
films	$-films
did	$-did
robert	B-director.name
wise	I-director.name
direct	$-direct

how	$-how
many	$-many
movies	$-movies
has	$-has
tom	B-actor.name
cruise	I-actor.name
